Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
21:03:53.390	e1:5b:a6:6b:d9:35	2015-1-1 0:19:47.755	-0.879	-0.134	0.5	26.245	10.681	61.707	-11.942	57.079	44.918	27.538	34.104	-0.294	30.97	0.81857	-0.29361	0.36682	0.3302
21:03:53.481	e1:5b:a6:6b:d9:35	2015-1-1 0:19:47.755	-0.903	0.033	0.52	69.153	20.874	111.023	4.142	58.568	59.974	27.538	34.104	-0.294	30.97	0.81857	-0.29361	0.36682	0.3302
21:03:53.601	e1:5b:a6:6b:d9:35	2015-1-1 0:19:47.755	-0.877	0.175	0.464	41.26	29.785	57.861	18.089	60.183	72.664	27.538	34.104	-0.294	30.97	0.81857	-0.29361	0.36682	0.3302
21:03:53.692	e1:5b:a6:6b:d9:35	2015-1-1 0:19:47.755	-0.836	0.307	0.383	24.536	10.437	49.438	34.08	59.409	87.561	47.726	1.176	6.664	30.97	0.81857	-0.29361	0.36682	0.3302
21:03:53.810	e1:5b:a6:6b:d9:35	2015-1-1 0:19:47.755	-0.844	0.378	0.342	12.024	5.066	29.236	40.633	58.239	94.521	47.726	1.176	6.664	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:53.870	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.836	0.396	0.347	-0.061	0.549	9.705	43.204	57.349	98.212	47.726	1.176	6.664	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:53.992	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.846	0.417	0.341	3.357	0.977	5.432	44.698	56.882	100.459	47.726	1.176	6.664	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.081	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.87	0.417	0.352	-1.465	-1.709	-0.793	44.703	56.733	101.343	47.726	1.176	6.664	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.200	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.848	0.428	0.371	2.197	-1.526	2.075	44.308	56.613	101.722	48.118	-9.310	8.624	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.292	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.828	0.426	0.362	-3.479	-3.54	-0.488	44.583	56.442	102.535	48.118	-9.310	8.624	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.412	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.821	0.417	0.355	-1.465	-2.625	0.183	44.692	56.288	103.184	48.118	-9.310	8.624	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.501	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.829	0.411	0.358	4.272	1.77	3.479	44.945	56.184	103.914	48.118	-9.310	8.624	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.591	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.832	0.424	0.361	-1.038	-0.671	-0.366	45.28	56.223	104.667	48.118	-9.310	8.624	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.681	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.827	0.424	0.363	-1.221	-1.343	-1.038	45.357	56.266	105.189	47.922	-9.604	7.938	30.97	0.68521	-0.13321	0.52869	0.48285
21:03:54.801	e1:5b:a6:6b:d9:35	2015-1-1 0:19:48.265	-0.831	0.418	0.362	0	0.793	-0.061	45.187	56.321	105.54	47.922	-9.604	7.938	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:54.892	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.831	0.412	0.369	-2.38	-0.244	-4.639	45.049	56.415	105.815	47.922	-9.604	7.938	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.040	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.839	0.407	0.371	-0.183	-1.404	-3.235	44.703	56.635	105.859	47.922	-9.604	7.938	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.102	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.834	0.407	0.375	-1.587	-1.282	-5.066	44.127	56.827	105.584	47.922	-9.604	7.938	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.222	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.834	0.395	0.374	-1.892	-1.343	-4.395	43.599	57.003	105.359	48.020	-8.134	7.252	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.282	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.82	0.385	0.378	-2.258	-3.052	-5.981	43.017	57.145	105.073	48.020	-8.134	7.252	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.401	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.881	0.344	0.374	-27.405	-17.395	-46.692	38.37	57.799	101.173	48.020	-8.134	7.252	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.491	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.845	0.235	0.469	-30.579	-28.992	-47.119	25.67	58.475	90.297	48.020	-8.134	7.252	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.612	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.872	0.125	0.519	-34.729	-37.659	-59.082	12.145	57.019	78.415	48.020	-8.134	7.252	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.701	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.738	-0.002	0.632	-27.161	-31.128	-67.871	-1.34	54.102	65.352	43.120	12.642	-0.882	30.97	0.63721	-0.14163	0.5332	0.53802
21:03:55.821	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.685	-0.116	0.612	5.798	-31.372	-68.298	-9.553	50.812	55.629	43.120	12.642	-0.882	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:55.881	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.621	-0.19	0.649	-22.217	-83.801	-37.781	-15.551	44.171	49.12	43.120	12.642	-0.882	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.031	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.532	-0.227	0.826	1.953	-86.731	-30.762	-17.704	34.948	46.093	43.120	12.642	-0.882	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.091	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.375	-0.259	0.766	-12.39	-36.987	-33.142	-17.88	29.658	45.72	43.120	12.642	-0.882	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.211	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.246	-0.321	0.881	1.953	-51.819	-31.128	-17.523	22.874	43.511	24.010	27.244	-16.072	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.301	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.173	-0.302	0.98	5.371	-67.932	-16.113	-16.232	14.843	41.979	24.010	27.244	-16.072	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.421	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.166	-0.246	0.977	19.531	-5.249	15.198	-14.727	12.623	41.309	24.010	27.244	-16.072	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.511	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.18	-0.176	0.976	35.461	5.615	11.841	-11.245	12.2	41.88	24.010	27.244	-16.072	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.662	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.18	-0.136	0.971	39.001	6.897	19.897	-7.526	13.228	42.446	24.010	27.244	-16.072	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.692	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.162	-0.076	0.96	27.161	-12.573	9.155	-4.894	12.733	43.171	16.170	18.620	-27.832	30.97	0.77942	-0.26602	0.34305	0.4516
21:03:56.811	e1:5b:a6:6b:d9:35	2015-1-1 0:19:49.275	-0.153	-0.054	0.979	10.132	-9.338	10.742	-2.999	11.541	43.819	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.202	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.153	-0.069	1.014	4.395	-4.578	10.132	-2.153	10.75	44.286	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.202	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.126	-0.032	0.988	2.991	-6.287	5.249	-1.664	10.448	44.604	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.202	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.124	-0.032	0.969	-0.977	-15.991	0.732	-1.615	9.404	44.451	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.232	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.085	-0.009	1.006	-5.493	-12.329	-15.137	-1.901	8.026	43.462	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.321	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.064	-0.042	0.992	-3.052	-4.272	-9.644	-2.054	7.136	41.754	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.441	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.064	-0.054	1.009	-12.268	-13.611	-13.306	-3.224	5.603	40.402	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.530	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.039	-0.038	0.992	-0.244	-2.441	-2.319	-3.884	4.845	39.04	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.652	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.052	-0.093	1.005	-8.728	-5.432	-20.508	-4.329	4.197	37.441	16.170	18.620	-27.832	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.712	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.051	-0.068	1.001	4.517	4.089	-17.761	-4.724	3.647	35.008	8.918	19.110	-30.282	30.97	0.92166	-0.05997	0.08292	0.37415
21:03:57.832	e1:5b:a6:6b:d9:35	2015-1-1 0:19:51.305	-0.062	-0.071	1.015	7.08	-3.113	-1.77	-4.323	4.18	32.492	8.918	19.110	-30.282	30.97	0.95877	-0.04504	0.02414	0.27936
21:03:57.921	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.345	-0.034	-0.054	1.014	16.174	-0.488	0.549	-3.395	3.862	31.893	8.918	19.110	-30.282	30.97	0.95877	-0.04504	0.02414	0.27936
21:03:58.042	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.345	-0.038	-0.029	1.015	12.573	-4.761	1.282	-2.208	3.56	31.267	8.918	19.110	-30.282	30.97	0.95877	-0.04504	0.02414	0.27936
21:03:58.102	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.345	-0.032	-0.018	1.01	5.676	-1.404	-2.136	-1.505	3.362	30.707	8.918	19.110	-30.282	30.97	0.95877	-0.04504	0.02414	0.27936
21:03:58.222	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.345	-0.021	-0.011	1.005	0.427	-3.723	-1.038	-1.329	3.065	30.234	7.840	16.660	-31.654	30.97	0.95877	-0.04504	0.02414	0.27936
21:03:58.311	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.345	-0.008	-0.015	1.006	0.61	-4.272	-3.479	-1.236	2.51	29.603	7.840	16.660	-31.654	30.97	0.96719	-0.01498	0.01706	0.25281
21:03:58.430	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	-0.001	-0.01	1.006	8.362	-8.362	-14.038	-0.895	1.813	28.147	7.840	16.660	-31.654	30.97	0.96719	-0.01498	0.01706	0.25281
21:03:58.522	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	0.002	0.002	1	2.93	-3.54	-12.817	-0.324	1.225	26.395	7.840	16.660	-31.654	30.97	0.96719	-0.01498	0.01706	0.25281
21:03:58.641	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	0.02	0.008	1.003	-3.906	-3.174	-6.653	-0.406	0.84	25.197	7.840	16.660	-31.654	30.97	0.96719	-0.01498	0.01706	0.25281
21:03:58.701	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	-0.013	0.003	1.005	-10.01	-1.892	-8.484	-0.994	0.456	23.945	7.840	16.660	-31.654	30.97	0.96719	-0.01498	0.01706	0.25281
21:03:58.851	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	0.008	-0.041	1.001	-1.892	1.282	-13.428	-1.906	0.994	21.956	4.704	17.052	-31.948	30.97	0.98245	-0.01669	0.00439	0.18542
21:03:58.911	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	0	-0.014	1.006	4.395	1.892	-5.493	-1.395	0.676	20.687	4.704	17.052	-31.948	30.97	0.98245	-0.01669	0.00439	0.18542
21:03:59.031	e1:5b:a6:6b:d9:35	2015-1-1 0:19:52.820	0.002	-0.005	1.007	1.282	0.061	-0.916	-0.978	0.709	20.05	4.704	17.052	-31.948	31.08	0.98245	-0.01669	0.00439	0.18542
21:03:59.120	e1:5b:a6:6b:d9:35	2015-1-1 0:19:53.535	0.002	-0.005	1.006	-0.305	0	-0.427	-0.901	0.665	19.6	4.704	17.052	-31.948	31.08	0.98245	-0.01669	0.00439	0.18542
21:03:59.242	e1:5b:a6:6b:d9:35	2015-1-1 0:19:53.535	0.001	-0.001	1.007	0.732	0.122	0	-0.764	0.632	19.171	4.704	17.052	-31.948	31.08	0.98245	-0.01669	0.00439	0.18542
21:03:59.332	e1:5b:a6:6b:d9:35	2015-1-1 0:19:53.535	0.002	-0.002	1.006	0.183	0.122	-0.061	-0.725	0.593	18.825	4.704	17.052	-31.948	31.08	0.98245	-0.01669	0.00439	0.18542
21:03:59.451	e1:5b:a6:6b:d9:35	2015-1-1 0:19:53.535	0.002	0	1.006	-1.282	0.061	-4.761	-0.709	0.549	18.413	3.920	17.150	-32.144	31.08	0.98245	-0.01669	0.00439	0.18542
21:03:59.511	e1:5b:a6:6b:d9:35	2015-1-1 0:19:53.535	0	-0.007	1.004	-0.366	0.305	-1.343	-0.764	0.571	17.661	3.920	17.150	-32.144	31.08	0.98245	-0.01669	0.00439	0.18542
21:03:59.631	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.006	-0.003	1.006	-3.967	2.258	-11.963	-0.747	0.593	17.106	3.920	17.150	-32.144	31.08	0.98837	-0.00732	0.00397	0.15143
21:03:59.721	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.006	0	1.006	0	0.061	0.122	-0.538	0.89	16.122	3.920	17.150	-32.144	31.08	0.98837	-0.00732	0.00397	0.15143
21:03:59.841	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.005	0	1.006	-0.061	0.061	0	-0.522	0.857	15.886	3.920	17.150	-32.144	31.08	0.98837	-0.00732	0.00397	0.15143
21:03:59.961	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.006	0	1.006	-0.122	0.061	0	-0.5	0.824	15.639	3.724	17.150	-32.144	31.08	0.98837	-0.00732	0.00397	0.15143
21:04:00.051	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.006	0	1.006	-0.122	0.061	0	-0.489	0.802	15.419	3.724	17.150	-32.144	31.08	0.99097	-0.00513	0.00635	0.13361
21:04:00.141	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.005	0	1.005	-0.122	0.061	0	-0.472	0.78	15.205	3.724	17.150	-32.144	31.08	0.99097	-0.00513	0.00635	0.13361
21:04:00.261	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.005	0	1.006	-0.122	0.061	0	-0.461	0.758	15.002	3.724	17.150	-32.144	31.08	0.99097	-0.00513	0.00635	0.13361
21:04:00.321	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.006	0	1.006	-0.122	0.061	0	-0.45	0.742	14.799	3.724	17.150	-32.144	31.08	0.99097	-0.00513	0.00635	0.13361
21:04:00.441	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.006	-0.001	1.006	-0.488	0.061	0.366	-0.445	0.72	14.601	3.822	17.150	-32.144	31.08	0.99097	-0.00513	0.00635	0.13361
21:04:00.530	e1:5b:a6:6b:d9:35	2015-1-1 0:19:54.045	-0.005	0	1.006	-0.122	0	0.122	-0.439	0.703	14.54	3.822	17.150	-32.144	31.08	0.99097	-0.00513	0.00635	0.13361
21:04:00.651	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.006	-0.001	1.006	-0.122	0.061	4.761	-0.417	0.681	14.557	3.822	17.150	-32.144	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:00.741	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.004	0.003	1.006	-0.061	0	13.794	-0.406	0.676	15.436	3.822	17.150	-32.144	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:00.860	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.007	0	1.007	-1.77	0.366	-0.305	-0.428	0.665	15.397	3.822	17.150	-32.144	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:00.920	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.003	-0.01	1.014	-10.864	-2.197	3.296	-1.11	0.467	15.694	3.822	17.150	-32.144	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.041	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	0.006	-0.031	1.001	-29.297	-0.122	5.127	-2.856	0.461	16.013	4.214	17.738	-31.752	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.132	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.004	-0.089	0.995	-35.095	0.244	2.991	-5.427	0.461	15.98	4.214	17.738	-31.752	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.251	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.001	-0.1	1.01	5.554	-0.122	2.869	-6.103	0.456	16.024	4.214	17.738	-31.752	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.341	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	0	-0.109	1.002	1.16	0	1.648	-6.103	0.445	15.925	4.214	17.738	-31.752	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.461	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.025	-0.112	0.992	-0.427	0	1.038	-6.092	0.439	15.864	4.508	21.070	-29.988	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.521	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.018	-0.082	0.996	58.777	-0.854	10.376	-3.285	0.412	16.447	4.508	21.070	-29.988	31.08	0.99194	-0.00446	0.00552	0.12613
21:04:01.671	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	0.009	0.007	1.042	34.546	1.16	3.784	0.038	0.527	16.672	4.508	21.070	-29.988	31.08	0.98944	-0.00598	0.0036	0.14441
21:04:01.731	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	0	0.049	1.013	35.583	0.61	12.085	2.84	0.615	17.281	4.508	21.070	-29.988	31.08	0.98944	-0.00598	0.0036	0.14441
21:04:01.851	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.008	0.121	0.974	24.231	0.671	6.042	5.57	0.626	18.232	4.508	21.070	-29.988	31.08	0.98944	-0.00598	0.0036	0.14441
21:04:01.940	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.012	0.127	0.982	-22.095	-0.244	1.953	5.762	0.599	18.545	4.508	21.070	-29.988	31.08	0.98944	-0.00598	0.0036	0.14441
21:04:02.060	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.007	0.005	1.054	-44.373	2.014	-1.343	0.791	0.428	18.495	5.586	12.740	-33.418	31.08	0.98944	-0.00598	0.0036	0.14441
21:04:02.152	e1:5b:a6:6b:d9:35	2015-1-1 0:19:55.055	-0.002	-0.001	1.017	-9.277	-1.648	-1.892	-0.659	0.456	18.386	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.272	e1:5b:a6:6b:d9:35	2015-1-1 0:19:56.575	-0.004	-0.028	1.005	-2.014	0	0.061	-1.555	0.423	18.094	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.331	e1:5b:a6:6b:d9:35	2015-1-1 0:19:56.575	-0.005	-0.021	1.005	10.62	0.061	4.7	-1.11	0.412	18.259	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.451	e1:5b:a6:6b:d9:35	2015-1-1 0:19:56.575	-0.004	-0.009	1.005	8.118	1.709	2.686	-0.363	0.522	18.419	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.541	e1:5b:a6:6b:d9:35	2015-1-1 0:19:56.575	-0.003	0	1.007	0.366	-0.366	0	0.038	0.516	18.528	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.661	e1:5b:a6:6b:d9:35	2015-1-1 0:19:56.575	-0.003	0.001	1.005	0.244	-0.244	-0.061	0.044	0.478	18.517	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.750	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.002	1.006	-0.549	0	-0.122	0.06	0.461	18.501	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.872	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.003	0.002	1.006	0	0	0	0.044	0.45	18.484	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:02.932	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.006	-0.244	0.061	-1.282	0.011	0.439	18.419	5.586	12.740	-33.418	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.080	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.006	-0.244	0	-1.343	0	0.434	18.287	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.141	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.003	0.001	1.006	-0.305	0	-0.366	-0.016	0.423	18.232	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.260	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.006	0	0	-0.122	-0.022	0.412	18.21	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.350	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.005	0	1.006	0	0	0	-0.027	0.406	18.16	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.472	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.005	-0.122	0	-0.244	-0.033	0.401	18.144	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.561	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.005	-0.122	0	-0.061	-0.038	0.39	18.122	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.681	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.006	-0.122	0	0	-0.038	0.379	18.1	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.741	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.006	-0.061	0	-0.183	-0.049	0.374	18.083	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.861	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.006	-0.122	0	0	-0.055	0.368	18.045	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:03.950	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.003	0.001	1.006	-0.122	0	0	-0.055	0.363	18.04	5.488	16.366	-32.144	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:04.071	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.004	0.001	1.005	-0.122	0	0	-0.066	0.352	18.04	5.488	16.464	-32.046	31.08	0.98691	-0.00269	0.00247	0.16086
21:04:04.160	e1:5b:a6:6b:d9:35	2015-1-1 0:19:57.080	-0.003	0.001	1.005	-0.183	0.061	0	-0.066	0.352	18.056	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.280	e1:5b:a6:6b:d9:35	2015-1-1 0:19:58.630	-0.004	0.001	1.006	-0.183	0.061	0	-0.071	0.346	18.073	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.342	e1:5b:a6:6b:d9:35	2015-1-1 0:19:58.630	-0.004	0	1.005	-0.122	0	0	-0.071	0.341	18.089	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.492	e1:5b:a6:6b:d9:35	2015-1-1 0:19:58.630	-0.004	0.001	1.006	-0.122	0.061	0	-0.077	0.335	18.1	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.552	e1:5b:a6:6b:d9:35	2015-1-1 0:19:58.630	-0.004	0.001	1.006	0	0.061	0	-0.077	0.33	18.116	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.701	e1:5b:a6:6b:d9:35	2015-1-1 0:19:58.630	-0.003	0.001	1.005	-0.122	0	0	-0.077	0.33	18.127	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.761	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.110	-0.004	0.001	1.006	-0.122	0.061	0	-0.088	0.324	18.138	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.881	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.110	-0.003	0.001	1.007	0	0	0	-0.088	0.319	18.149	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:04.971	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.110	-0.003	0.001	1.006	0	0	0	-0.077	0.313	18.16	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:05.120	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.110	-0.004	0.001	1.005	0	0	0	-0.066	0.308	18.166	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:05.150	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.110	-0.003	0.001	1.007	0	0	0	-0.06	0.302	18.177	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
