Time	Device name	Chip Time()	Acceleration X(g)	Acceleration Y(g)	Acceleration Z(g)	Angular velocity X(°/s)	Angular velocity Y(°/s)	Angular velocity Z(°/s)	Angle X(°)	Angle Y(°)	Angle Z(°)	Magnetic field X(?t)	Magnetic field Y(?t)	Magnetic field Z(?t)	Temperature(?)	Quaternions 0()	Quaternions 1()	Quaternions 2()	Quaternions 3()
21:04:05.270	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.615	-0.004	0.001	1.005	0	0	0	-0.049	0.297	18.188	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:05.361	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.615	-0.003	0.001	1.006	0	0	0	-0.044	0.291	18.193	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:05.481	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.615	-0.003	0	1.005	0	0	0	-0.038	0.286	18.204	5.488	16.464	-32.046	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:05.572	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.615	-0.003	0	1.005	0	0	0	-0.033	0.28	18.21	5.488	16.464	-32.144	31.08	0.98755	-0.00104	0.00293	0.15692
21:04:05.692	e1:5b:a6:6b:d9:35	2015-1-1 0:19:59.615	-0.003	0.001	1.005	0	0.061	-1.404	-0.027	0.28	18.012	5.488	16.464	-32.144	31.08	0.98761	-0.00061	0.00238	0.15652
21:04:05.752	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.150	-0.004	0.001	1.006	0.122	0	-4.211	-0.011	0.291	17.595	5.488	16.464	-32.144	31.08	0.98761	-0.00061	0.00238	0.15652
21:04:05.901	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.150	-0.003	0.001	1.005	-0.122	0.061	-5.066	0.005	0.291	17.336	5.488	16.464	-32.144	31.08	0.98761	-0.00061	0.00238	0.15652
21:04:05.961	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.150	-0.005	0.001	1.007	-0.671	0.793	0.183	0	0.308	17.144	5.488	16.464	-32.144	31.08	0.98761	-0.00061	0.00238	0.15652
21:04:06.081	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.150	-0.005	0	1.006	0	0.061	0	-0.005	0.335	17.128	5.096	16.660	-32.046	31.08	0.98761	-0.00061	0.00238	0.15652
21:04:06.171	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.150	-0.005	0	1.006	0.061	0	0	0	0.335	17.111	5.096	16.660	-32.046	31.08	0.98883	-0.00043	0.0029	0.14874
21:04:06.290	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.630	-0.005	0	1.006	0.061	0	0	0.005	0.335	17.089	5.096	16.660	-32.046	31.08	0.98883	-0.00043	0.0029	0.14874
21:04:06.381	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.630	-0.005	0	1.005	0.061	0	0	0.011	0.33	17.067	5.096	16.660	-32.046	31.08	0.98883	-0.00043	0.0029	0.14874
21:04:06.501	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.630	-0.004	0	1.006	0.061	0	0	0.016	0.33	17.062	5.096	16.660	-32.046	31.08	0.98883	-0.00043	0.0029	0.14874
21:04:06.562	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.630	-0.005	0	1.006	0.061	0	0	0.022	0.33	17.04	5.292	16.562	-32.046	31.08	0.98883	-0.00043	0.0029	0.14874
21:04:06.682	e1:5b:a6:6b:d9:35	2015-1-1 0:20:0.630	-0.005	0	1.005	0.122	0	0	0.033	0.324	17.023	5.292	16.562	-32.046	31.08	0.98895	-9E-05	0.00287	0.14795
21:04:06.771	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.135	-0.005	0	1.006	0.122	0	0	0.038	0.324	16.99	5.292	16.562	-32.046	31.08	0.98895	-9E-05	0.00287	0.14795
21:04:06.891	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.135	-0.005	0	1.006	0.122	0	0	0.049	0.324	16.979	5.292	16.562	-32.046	31.08	0.98895	-9E-05	0.00287	0.14795
21:04:06.981	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.135	-0.005	0	1.005	0.061	0	0	0.055	0.324	16.941	5.292	16.562	-32.046	31.08	0.98895	-9E-05	0.00287	0.14795
21:04:07.132	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.135	-0.005	0	1.006	0.122	0	0	0.066	0.319	16.902	5.292	16.562	-32.144	31.08	0.98895	-9E-05	0.00287	0.14795
21:04:07.162	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.135	-0.005	0	1.005	0.061	0	0	0.071	0.319	16.864	5.292	16.562	-32.144	31.08	0.98895	-9E-05	0.00287	0.14795
21:04:07.282	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.640	-0.005	0	1.005	0.061	0	0	0.077	0.319	16.826	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.371	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.640	-0.005	0	1.006	0.061	0	0	0.082	0.319	16.793	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.492	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.640	-0.005	0	1.005	0.122	0	0	0.088	0.319	16.76	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.581	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.640	-0.005	0	1.005	-0.244	0.61	0	0.11	0.302	16.749	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.701	e1:5b:a6:6b:d9:35	2015-1-1 0:20:1.640	-0.007	0	1.006	0.122	0	0	0.104	0.313	16.754	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.791	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.145	-0.007	-0.001	1.005	-0.61	1.099	0	0.11	0.33	16.743	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.911	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.145	-0.005	0	1.005	0.122	0	0	0.104	0.341	16.743	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:07.970	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.145	-0.002	0	1.006	0.122	0.061	0	0.11	0.346	16.743	5.292	16.562	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:08.091	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.145	-0.005	0.001	1.006	0.244	-0.488	-0.183	0.148	0.286	16.76	5.292	16.660	-32.144	31.08	0.98917	0.00024	0.00287	0.14645
21:04:08.181	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.145	-0.005	0	1.005	0.366	-0.244	0	0.137	0.335	16.776	5.292	16.660	-32.144	31.08	0.98926	0.00067	0.00317	0.1459
21:04:08.330	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.655	-0.005	0	1.006	0.122	0	0	0.126	0.352	16.782	5.292	16.660	-32.144	31.08	0.98926	0.00067	0.00317	0.1459
21:04:08.390	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.655	-0.005	0	1.006	0.061	0	0	0.132	0.352	16.782	5.292	16.660	-32.144	31.08	0.98926	0.00067	0.00317	0.1459
21:04:08.512	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.655	-0.005	0	1.006	0.122	0	0	0.132	0.346	16.782	5.292	16.660	-32.144	31.08	0.98926	0.00067	0.00317	0.1459
21:04:08.572	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.655	-0.005	0	1.006	0.244	-0.183	0	0.137	0.346	16.782	5.292	16.660	-32.144	31.08	0.98926	0.00067	0.00317	0.1459
21:04:08.692	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.655	-0.005	0	1.006	0.183	-0.061	0	0.137	0.346	16.765	5.096	16.660	-32.046	31.08	0.98929	0.00095	0.00299	0.14569
21:04:08.780	e1:5b:a6:6b:d9:35	2015-1-1 0:20:2.655	-0.004	0.001	1.006	0.977	-1.221	0	0.159	0.324	16.743	5.096	16.660	-32.046	31.08	0.98929	0.00095	0.00299	0.14569
21:04:08.902	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.160	-0.004	0	1.006	0.244	-0.305	0	0.176	0.302	16.743	5.096	16.660	-32.046	31.08	0.98929	0.00095	0.00299	0.14569
21:04:08.992	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.160	-0.004	0	1.005	0.122	-0.183	-0.671	0.181	0.275	16.732	5.096	16.660	-32.046	31.08	0.98929	0.00095	0.00299	0.14569
21:04:09.110	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.160	-0.003	-0.001	1.006	0	0	-12.634	0.176	0.247	15.749	4.508	16.758	-32.046	31.08	0.98929	0.00095	0.00299	0.14569
21:04:09.200	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.160	-0.003	-0.003	1.005	0	0	-13.855	0.165	0.231	14.502	4.508	16.758	-32.046	31.08	0.99268	0.00116	0.00214	0.12036
21:04:09.322	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.665	-0.003	0.001	1.005	-0.366	0	-4.639	0.148	0.22	13.337	4.508	16.758	-32.046	31.08	0.99268	0.00116	0.00214	0.12036
21:04:09.382	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.665	-0.003	-0.001	1.006	-0.244	-0.244	-6.714	0.137	0.22	12.728	4.508	16.758	-32.046	31.08	0.99268	0.00116	0.00214	0.12036
21:04:09.501	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.665	-0.002	0	1.006	-0.061	-0.061	-5.127	0.137	0.231	12.129	4.508	16.758	-32.046	31.08	0.99268	0.00116	0.00214	0.12036
21:04:09.591	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.665	-0.003	0	1.006	0.305	0.061	-2.014	0.148	0.231	11.81	4.508	16.758	-32.046	31.08	0.99268	0.00116	0.00214	0.12036
21:04:09.711	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.665	-0.003	0.001	1.006	0.061	0	-0.061	0.159	0.231	11.689	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:09.802	e1:5b:a6:6b:d9:35	2015-1-1 0:20:3.665	-0.002	0.001	1.005	-0.183	-0.061	0	0.198	0.225	11.618	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:09.921	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.002	0.001	1.005	0	0	0	0.198	0.225	11.558	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:09.981	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.003	0.001	1.006	-0.122	0	0	0.198	0.22	11.497	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.101	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.003	0	1.004	-0.122	-0.122	0	0.187	0.214	11.431	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.191	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.003	0.002	1.006	0.061	0	0	0.192	0.214	11.376	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.310	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.003	0.002	1.006	-0.244	-0.061	0	0.176	0.214	11.316	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.402	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.003	0.001	1.006	0.061	0	0	0.159	0.209	11.261	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.522	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.002	0.001	1.006	0	0	0	0.154	0.203	11.223	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.612	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.002	0.001	1.006	0	-0.061	0	0.148	0.198	11.179	3.430	17.150	-32.046	31.08	0.99478	0.00143	0.00217	0.1015
21:04:10.732	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.004	0	1.006	-0.122	0	0	0.137	0.192	11.129	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:10.791	e1:5b:a6:6b:d9:35	2015-1-1 0:20:4.145	-0.002	0.001	1.005	0.549	0.061	-0.061	0.132	0.214	11.074	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:10.911	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.155	-0.002	0.002	1.006	1.77	-0.122	-5.859	0.198	0.214	10.981	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.001	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.155	-0.003	0	1.006	-0.061	-0.122	-0.977	0.247	0.22	10.596	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.122	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.155	-0.001	0.002	1.005	0.122	0.122	-3.235	0.253	0.22	10.085	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.211	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.155	-0.004	0	1.007	0.61	0.427	-2.869	0.253	0.22	9.816	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.332	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.155	-0.036	0	1.005	0	-0.183	-12.39	0.28	0.231	9.014	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.391	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.660	0.021	0.013	1.006	0.793	0	-2.686	0.28	0.247	7.789	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.511	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.660	0.062	0.005	1.006	-0.244	-0.122	18.738	0.291	0.28	10.305	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.602	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.660	-0.004	0.037	1.01	-1.404	0	31.738	0.258	0.335	11.821	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.721	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.660	-0.001	0.003	1.005	-0.671	0.122	0	0.209	0.308	12.096	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.812	e1:5b:a6:6b:d9:35	2015-1-1 0:20:5.660	-0.03	-0.014	1.006	0.61	0.244	38.94	0.236	0.308	14.414	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:11.931	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.063	-0.002	1.007	1.77	0.366	21.545	0.33	0.302	16.562	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:12.021	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.139	-0.397	5.698	-16.724	63.232	42.114	-0.45	1.763	20.253	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:12.141	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.425	-0.143	1.073	72.876	173.401	120.483	4.592	13.233	31.382	3.234	17.150	-32.046	31.08	0.99527	0.00089	0.0018	0.09665
21:04:12.203	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.353	0.434	0.587	283.63	231.567	179.26	37.244	30.685	57.838	28.126	2.744	-24.990	31.08	0.99527	0.00089	0.0018	0.09665
21:04:12.320	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.334	0.835	-0.064	138.855	65.918	82.153	64.973	29.702	82.161	28.126	2.744	-24.990	31.08	0.71933	0.23682	0.49323	0.42789
21:04:12.410	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.32	1.033	-0.012	74.219	154.48	101.929	78.734	25.686	100.492	28.126	2.744	-24.990	31.08	0.71933	0.23682	0.49323	0.42789
21:04:12.531	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.349	0.919	-0.087	4.272	40.344	21.851	87.237	21.588	111.379	28.126	2.744	-24.990	31.08	0.71933	0.23682	0.49323	0.42789
21:04:12.621	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.339	0.891	0.004	-29.358	1.77	14.465	85.924	19.336	114.604	28.126	2.744	-24.990	31.08	0.71933	0.23682	0.49323	0.42789
21:04:12.741	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.305	0.95	0.083	-57.556	-21.667	3.784	81.216	19.226	114.664	32.536	-40.964	19.992	31.08	0.71933	0.23682	0.49323	0.42789
21:04:12.801	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.334	0.944	0.133	-35.767	-1.648	4.822	77.679	18.594	115.027	32.536	-40.964	19.992	31.08	0.71933	0.23682	0.49323	0.42789
21:04:12.921	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.283	0.897	0.219	-47.302	-30.212	13.489	72.74	17.996	115.274	32.536	-40.964	19.992	31.08	0.71933	0.23682	0.49323	0.42789
21:04:13.011	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.228	0.858	0.246	-19.348	-6.409	19.714	70.746	15.244	115.972	32.536	-40.964	19.992	31.08	0.71933	0.23682	0.49323	0.42789
21:04:13.131	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.23	0.938	0.285	-35.583	33.691	3.601	69.296	14.409	118.597	32.536	-40.964	19.992	31.08	0.71933	0.23682	0.49323	0.42789
21:04:13.221	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.29	0.916	0.31	-18.86	-2.563	3.784	67.429	14.936	121.976	29.596	-43.512	6.370	31.08	0.71933	0.23682	0.49323	0.42789
21:04:13.342	e1:5b:a6:6b:d9:35	2015-1-1 0:20:6.170	-0.372	0.881	0.395	6.165	11.292	-38.879	65.682	16.26	121.882	29.596	-43.512	6.370	31.08	0.47098	0.15683	0.52698	0.68976
21:04:13.431	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.586	0.871	0.324	27.222	58.289	-127.808	69.022	23.665	121.613	29.596	-43.512	6.370	31.08	0.47098	0.15683	0.52698	0.68976
21:04:13.550	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.625	0.694	0.224	35.278	13.55	-135.376	72.636	34.063	121.805	29.596	-43.512	6.370	31.08	0.47098	0.15683	0.52698	0.68976
21:04:13.611	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.595	0.714	0.24	34.302	-78.796	-24.902	72.279	37.963	114.489	29.596	-43.512	6.370	31.08	0.47098	0.15683	0.52698	0.68976
21:04:13.731	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.603	0.826	0.287	-26.855	-185.425	-13.611	65.649	38.732	103.535	44.100	-24.696	8.134	31.08	0.47098	0.15683	0.52698	0.68976
21:04:13.912	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.591	0.674	0.45	-2.747	-37.048	0.916	56.365	34.618	91.11	44.100	-24.696	8.134	31.08	0.47098	0.15683	0.52698	0.68976
21:04:13.942	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.521	0.683	0.47	-0.305	-41.443	-19.104	55.399	32.377	88.391	44.100	-24.696	8.134	31.08	0.47098	0.15683	0.52698	0.68976
21:04:14.092	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.491	0.71	0.511	12.878	-4.15	10.132	54.63	30.58	87.407	44.100	-24.696	8.134	31.08	0.47098	0.15683	0.52698	0.68976
21:04:14.151	e1:5b:a6:6b:d9:35	2015-1-1 0:20:7.750	-0.45	0.729	0.491	11.841	-7.507	21.423	56.667	28.795	88.901	44.100	-24.696	8.134	31.08	0.47098	0.15683	0.52698	0.68976
